,grenoble_m3-2,grenoble_m3-11,grenoble_m3-13,grenoble_m3-14,grenoble_m3-15,grenoble_m3-16,grenoble_m3-18,grenoble_m3-20,grenoble_m3-21,grenoble_m3-22,grenoble_m3-24,grenoble_m3-25,grenoble_m3-26,grenoble_m3-27,grenoble_m3-28,grenoble_m3-30,grenoble_m3-31,grenoble_m3-32,grenoble_m3-177,grenoble_m3-178,grenoble_m3-179,grenoble_m3-181,grenoble_m3-182,grenoble_m3-183,grenoble_m3-184,grenoble_m3-185,grenoble_m3-188,grenoble_m3-189,grenoble_m3-191,grenoble_m3-192,grenoble_m3-193,grenoble_m3-195,grenoble_m3-196,grenoble_m3-197,grenoble_m3-198,grenoble_m3-199,grenoble_m3-200,grenoble_m3-201,grenoble_m3-202,grenoble_m3-203,grenoble_m3-204,grenoble_m3-205,grenoble_m3-207,grenoble_m3-208,grenoble_m3-209,grenoble_m3-210,grenoble_m3-211,grenoble_m3-212,grenoble_m3-214,grenoble_m3-215,grenoble_m3-216,grenoble_m3-218,grenoble_m3-219,grenoble_m3-220,grenoble_m3-221,grenoble_m3-222,grenoble_m3-223,grenoble_m3-224,grenoble_m3-225,grenoble_m3-226,grenoble_m3-227,grenoble_m3-228,grenoble_m3-229,grenoble_m3-230,grenoble_m3-231,grenoble_m3-232,grenoble_m3-233,grenoble_m3-234,grenoble_m3-235,grenoble_m3-236,grenoble_m3-237,grenoble_m3-238,grenoble_m3-239,grenoble_m3-240,grenoble_m3-241,grenoble_m3-244,grenoble_m3-245,grenoble_m3-246,grenoble_m3-247,grenoble_m3-248,grenoble_m3-249,grenoble_m3-250,grenoble_m3-252,grenoble_m3-254,grenoble_m3-255,grenoble_m3-256,grenoble_m3-257,grenoble_m3-259,grenoble_m3-260,grenoble_m3-261,grenoble_m3-264,grenoble_m3-265,grenoble_m3-267,grenoble_m3-269,grenoble_m3-270,grenoble_m3-271,grenoble_m3-272,grenoble_m3-273,grenoble_m3-274,grenoble_m3-275,grenoble_m3-276,grenoble_m3-277,grenoble_m3-278,grenoble_m3-279,grenoble_m3-280,grenoble_m3-282,grenoble_m3-283,grenoble_m3-284,grenoble_m3-285,grenoble_m3-286,grenoble_m3-288,grenoble_m3-289,grenoble_m3-290,grenoble_m3-293,grenoble_m3-297,grenoble_m3-298,grenoble_m3-299,grenoble_m3-303,grenoble_m3-307,grenoble_m3-309,grenoble_m3-310,grenoble_m3-311,grenoble_m3-312,grenoble_m3-313,grenoble_m3-314,grenoble_m3-317,grenoble_m3-318,grenoble_m3-321,grenoble_m3-322,grenoble_m3-324,grenoble_m3-325
grenoble_m3-240,7.959999999999999,11.0,12.8,5.83,6.25,9.15,7.59,8.27,8.86,21.67,7.08,6.49,10.75,7.800000000000001,7.359999999999999,6.24,5.9399999999999995,5.8,8.59,5.859999999999999,27.37,7.67,5.77,6.85,35.97,12.81,8.93,32.97,22.17,18.47,32.37,5.26,25.97,6.68,15.37,9.83,24.87,51.456,7.926,6.4399999999999995,8.88,7.919,15.97,9.386,12.75,7.919,20.47,9.84,8.753,19.57,23.611,6.012,10.165,8.239,22.227,8.24,16.57,15.921,10.294,8.241,8.559,10.162,9.635,10.161,8.255,9.322,7.601,6.64,45.686,7.927,9.67,8.247,7.927,0.0,9.2,7.28,9.199,9.521,10.48,14.468,7.919,32.771,7.285,8.879,14.065,9.519,7.606,6.96,6.645,6.325,18.141,22.67,35.843,11.55,26.67,6.609999999999999,20.435,6.609999999999999,15.321,9.24,6.779999999999999,5.98,19.662,7.220000000000001,25.17,15.37,8.08,8.559,231.07,54.87,19.17,7.369999999999999,7.919,3.549,3.478,3.5349999999999997,3.637,3.521,3.522,3.59,3.5149999999999997,3.58,3.485,3.617,3.661,3.589,3.528,3.533,3.597,3.597,3.5109999999999997
grenoble_m3-241,15.989999999999998,19.03,20.83,13.86,14.28,17.18,15.62,16.3,16.89,29.700000000000003,15.11,14.52,18.78,15.83,15.39,14.27,13.97,13.83,16.619999999999997,13.89,35.4,15.7,13.8,14.88,44.0,20.84,16.96,41.0,30.200000000000003,26.5,40.4,13.29,34.0,14.71,23.4,17.86,32.9,13.65,22.2,14.47,23.2,16.74,24.0,19.26,20.78,7.28,28.5,35.9,9.019,27.6,9.653,30.724,13.31,15.14,22.299999999999997,25.569,24.6,7.927,8.881,8.189,22.6,19.377,21.04,9.2,8.881,20.116,8.241,23.891,7.921,7.92,6.327,7.927,12.716,9.2,0.0,6.967,8.561,8.239,8.24,8.561,6.646,10.379,7.919,20.303,9.52,8.88,39.5,18.19,7.926,16.06,8.561,30.700000000000003,16.11,19.58,34.7,14.64,14.43,14.64,14.53,17.27,14.81,14.01,15.66,15.25,33.2,23.4,16.11,14.7,239.1,62.9,27.200000000000003,15.4,138.1,11.579,11.508,11.565,11.667,11.551,11.552,11.62,11.545,11.61,11.515,11.647,11.691,11.619,11.558,11.563,11.627,11.627,11.541
grenoble_m3-244,16.69,19.73,21.53,14.56,14.98,17.880000000000003,16.32,17.0,17.59,30.4,15.81,15.22,19.48,16.53,16.09,14.97,14.670000000000002,14.53,17.32,14.59,36.1,16.4,14.5,15.58,44.7,21.54,17.66,41.7,30.9,27.200000000000003,41.1,13.99,34.7,15.41,24.1,18.56,33.6,14.35,9.52,15.170000000000002,7.28,17.44,24.700000000000003,19.96,21.48,6.96,29.2,13.916,30.289,31.457,21.74,21.604,14.010000000000002,7.606,8.752,7.28,9.2,10.16,16.853,7.92,17.241,6.646,7.605,6.012,7.92,6.965,10.159,10.159,9.199,6.96,6.646,9.209,6.966,7.28,6.967,0.0,7.607,8.56,6.326,8.561,13.492,8.036,11.067,6.961,10.309,6.656,30.846,7.92,8.241,8.633,9.201,8.241,16.810000000000002,20.28,9.209,6.959,15.13,15.34,24.256,17.97,18.239,14.71,8.559,15.95,10.347,24.1,16.810000000000002,8.251,239.8,63.599999999999994,27.9,16.1,14.688,12.279,12.208,12.265,12.367,12.251,12.252,12.32,12.245,12.31,12.215,12.347,12.391,12.319,12.258,12.263,12.327,12.327,12.241
grenoble_m3-245,8.379999999999999,11.42,13.22,6.25,6.67,9.57,8.01,8.690000000000001,9.28,22.090000000000003,7.5,6.91,11.17,8.22,7.78,6.66,6.36,6.220000000000001,9.01,6.28,27.79,8.09,6.19,7.27,36.39,13.23,9.35,33.39,22.590000000000003,18.89,32.79,5.68,26.39,7.1,15.79,10.25,25.29,6.04,14.59,6.86,15.59,9.13,16.39,11.65,13.17,6.78,20.89,13.727,26.090000000000003,19.99,19.849,24.348,5.7,29.918,14.69,8.456,16.990000000000002,10.661,40.277,19.203,8.56,6.140000000000001,32.268,9.519,8.879,7.6,19.13,9.2,9.199,22.006,7.92,6.64,8.56,9.199,8.561,7.607,0.0,37.501,6.327,9.209,8.561,7.6,6.967,8.881,8.889,8.247,7.286,10.58,9.201,8.45,11.948,23.090000000000003,8.5,11.97,12.262,7.03,6.82,7.03,6.92,9.66,7.2,6.4,24.323,7.640000000000001,25.590000000000003,15.79,8.5,7.09,231.49,55.29,19.590000000000003,7.79,130.49,3.969,3.898,3.955,4.057,3.941,3.942,4.01,3.935,4.0,3.905,4.037,4.081,4.009,3.948,3.953,4.017,4.017,3.931
grenoble_m3-246,12.3,15.34,17.14,10.17,10.59,13.49,11.93,12.61,13.2,26.01,11.42,10.83,15.09,12.14,11.7,10.58,10.28,10.14,12.93,10.2,31.71,12.01,10.11,11.19,40.31,17.15,13.27,37.31,26.51,22.81,36.71,9.6,30.31,11.02,19.71,14.17,29.21,19.907,18.51,10.78,24.185,13.05,20.31,52.386,17.09,17.507,24.81,32.21,11.3,23.91,7.92,6.966,9.62,7.781,6.96,10.98,20.91,29.531,17.103,8.56,10.158,7.285,7.919,9.199,18.841,16.689,10.159,9.199,10.16,9.199,6.325,8.88,8.56,9.521,8.239,8.56,37.501,0.0,6.64,8.88,6.647,8.881,6.961,7.926,7.601,7.607,8.569,14.5,7.927,12.37,7.607,25.608,15.828,19.162,9.2,10.95,10.74,10.95,6.646,13.58,60.441,10.32,6.641,11.56,30.315,19.71,12.42,7.926,235.41,39.973,23.51,9.2,9.52,7.889,7.818,7.875,7.977,7.861,7.862,7.93,7.855,7.92,7.825,7.957,8.001,7.929,7.868,7.873,7.937,7.937,7.851
grenoble_m3-247,9.81,12.85,14.65,7.68,8.1,11.0,9.44,10.12,10.71,23.520000000000003,8.93,8.34,12.6,9.65,9.21,8.09,7.79,7.65,10.44,7.71,29.22,9.52,7.62,8.7,37.82,14.66,10.78,34.82,24.020000000000003,20.32,34.22,7.109999999999999,27.82,8.53,17.22,11.68,26.72,7.47,16.02,8.29,17.02,10.56,17.82,13.08,14.6,63.124,22.32,20.792,27.520000000000003,21.42,14.86,9.84,7.13,8.56,16.119999999999997,12.859,18.42,21.926,21.32,8.562,16.42,8.857,24.07,7.199999999999999,9.519,8.56,28.568,8.879,11.621,8.569,7.926,9.2,8.88,10.48,8.24,6.326,6.327,6.64,0.0,9.52,6.96,24.506,8.24,9.84,13.435,6.647,6.013,26.608,7.28,17.241,8.246,24.520000000000003,9.93,13.4,28.520000000000003,8.46,8.25,8.46,8.35,11.09,8.629999999999999,7.83,20.302,9.07,27.020000000000003,17.22,9.93,8.52,232.92,56.72,21.020000000000003,9.22,131.92,5.399,5.328,5.385,5.487,5.371,5.372,5.4399999999999995,5.365,5.43,5.335,5.467,5.511,5.439,5.378,5.383,5.447,5.447,5.361
grenoble_m3-248,21.29,24.33,26.13,19.159999999999997,19.58,22.479999999999997,20.92,21.6,22.19,35.0,20.409999999999997,19.82,24.08,21.13,20.69,19.57,19.27,19.13,21.92,19.19,40.7,21.0,19.1,20.18,49.3,26.14,22.26,46.3,35.5,31.799999999999997,45.7,18.59,39.3,20.01,28.7,23.159999999999997,38.2,18.95,27.5,19.77,32.617,19.231,29.299999999999997,24.56,26.08,6.959,33.8,46.336,23.258,32.9,8.88,10.293,18.61,9.521,27.6,20.185,29.9,9.521,32.8,21.225,8.879,8.88,55.613,10.35,33.599999999999994,7.92,29.9,23.123,16.795,21.225,13.129,10.399,12.853,14.468,8.561,8.561,9.209,8.88,9.52,0.0,6.647,7.412,8.562,12.262,8.88,8.241,7.095,10.348,6.961,9.521,6.335,36.0,21.409999999999997,24.88,6.647,19.94,8.56,19.94,19.83,22.57,20.11,19.31,6.655,20.549999999999997,10.102,17.967,21.409999999999997,6.012,244.4,35.293,32.5,20.7,8.88,16.878999999999998,16.808,16.865,16.967,16.851,16.852,16.919999999999998,16.845,16.91,16.814999999999998,16.947,16.991,16.918999999999997,16.857999999999997,16.863,16.927,16.927,16.840999999999998
grenoble_m3-249,13.27,16.310000000000002,18.11,11.14,11.56,14.46,12.9,13.580000000000002,14.170000000000002,26.980000000000004,12.39,11.8,16.060000000000002,13.11,12.670000000000002,11.55,11.25,11.11,13.9,11.170000000000002,32.68,12.98,11.080000000000002,12.16,41.28,18.12,14.240000000000002,38.28,27.480000000000004,23.78,37.68,10.57,31.28,11.99,20.68,15.14,30.18,10.93,19.48,11.75,20.48,14.02,21.28,16.54,18.06,11.670000000000002,25.78,52.56,30.980000000000004,24.880000000000003,18.32,11.48,10.59,7.925,19.58,18.382,21.880000000000003,10.93,20.034,13.240000000000002,8.879,7.286,35.963,9.706,25.58,11.94,21.880000000000003,8.241,15.44,9.519,10.666,11.621,8.88,7.919,6.646,13.492,8.561,6.647,6.96,6.647,0.0,8.567,6.647,7.601,7.928,7.6,7.921,17.638,7.287,10.934,9.715,27.980000000000004,13.39,16.86,7.92,11.920000000000002,11.71,11.920000000000002,11.81,14.55,12.09,11.29,14.361,12.53,30.480000000000004,20.68,13.39,11.98,236.38,60.18,24.480000000000004,12.68,135.38,8.859,8.788,8.845,8.947000000000001,8.831000000000001,8.832,8.9,8.825000000000001,8.89,8.795,8.927000000000001,8.971,8.899000000000001,8.838000000000001,8.843,8.907,8.907,8.821000000000002
grenoble_m3-250,10.32,13.36,15.16,8.19,8.61,11.51,9.95,10.63,11.22,24.03,9.44,8.85,13.11,10.16,9.72,8.6,8.3,8.16,10.95,8.219999999999999,29.73,10.03,8.129999999999999,9.21,38.33,15.17,11.29,35.33,24.53,20.83,34.730000000000004,7.619999999999999,28.33,9.04,17.73,12.19,27.23,7.98,16.53,8.8,24.187,11.07,18.33,13.59,15.11,7.925,22.83,30.23,18.272,21.93,8.561,8.53,7.64,9.47,16.63,13.51,18.93,7.28,19.299,23.777,8.881,7.6,8.88,7.6,22.63,8.56,8.559,59.466,20.019,11.626,22.53,26.189,20.13,32.771,10.379,8.036,7.6,8.881,24.506,7.412,8.567,0.0,9.2,24.789,7.92,7.601,13.492,20.421,7.607,6.012,8.88,25.078,8.561,7.384,7.606,8.969999999999999,8.76,8.969999999999999,10.987,25.881,9.2,8.34,8.241,9.58,19.161,7.281,10.44,7.28,233.43,20.417,8.559,9.73,132.43,5.909,5.838,5.895,5.997,5.880999999999999,5.882,5.949999999999999,5.875,5.9399999999999995,5.845,5.976999999999999,6.021,5.949,5.888,5.893,5.957,5.957,5.871
grenoble_m3-252,8.56,11.26,13.06,6.09,6.51,9.41,7.85,8.530000000000001,9.12,21.93,7.34,6.75,11.01,8.06,7.62,6.5,6.2,6.0600000000000005,8.85,6.12,27.630000000000003,7.93,6.03,7.109999999999999,36.23,13.07,9.19,33.23,22.43,18.73,32.63,5.52,26.229999999999997,6.9399999999999995,15.63,10.09,25.130000000000003,5.88,14.43,6.7,27.122,6.965,16.23,8.239,13.01,15.507,20.729999999999997,12.455,9.84,19.83,25.416,6.43,5.54,7.37,14.53,11.41,23.587,12.261,17.561,7.92,7.279,8.239,25.737,7.919,8.559,7.601,68.814,9.075,9.839,7.28,8.879,8.88,7.6,7.285,7.919,11.067,6.967,6.961,8.24,8.562,6.647,9.2,0.0,8.247,9.2,7.6,8.248,73.647,8.512,8.24,8.56,8.104,8.34,11.81,7.606,53.68,48.793,6.87,20.43,12.237,18.068,6.24,8.879,33.775,28.528,6.325,8.34,8.239,18.338,6.966,19.43,7.63,6.966,3.809,3.738,3.795,3.897,3.781,3.782,3.85,3.775,3.84,3.745,3.877,3.921,3.849,3.788,3.793,3.857,3.857,3.771
grenoble_m3-254,19.342,21.63,23.43,16.46,16.88,19.78,18.22,18.9,19.49,32.3,17.71,17.119999999999997,21.38,18.43,17.99,16.869999999999997,16.57,16.43,19.22,16.49,38.0,18.299999999999997,16.4,17.48,46.599999999999994,23.44,19.56,43.599999999999994,32.8,29.1,43.0,15.89,36.599999999999994,17.31,26.0,20.46,35.5,16.25,24.799999999999997,17.07,25.799999999999997,19.34,26.6,21.86,23.38,16.99,31.1,38.5,36.3,30.2,51.351,13.532,15.91,9.199,24.9,21.78,12.261,11.941,30.1,10.59,9.966,19.174,8.568,18.436,30.9,8.241,8.05,9.84,20.76,8.559,14.749,8.88,8.88,8.879,20.303,6.961,8.881,7.926,9.84,12.262,7.601,24.789,8.247,0.0,10.479,10.159,8.881,7.606,8.56,7.281,9.84,23.237,22.036,22.18,6.645,17.24,6.326,8.245,17.114,19.869999999999997,6.974,16.61,9.84,17.85,22.681,7.921,18.71,7.921,241.7,65.5,9.199,18.0,10.34,14.178999999999998,14.108,14.165,14.267,14.151,14.152,14.22,14.145,14.21,14.114999999999998,14.247,14.291,14.219,14.158,14.162999999999998,14.227,14.227,14.141
grenoble_m3-255,44.09,47.13,48.93000000000001,41.96,42.38,45.28,43.72,44.400000000000006,44.99,57.8,43.21,42.620000000000005,46.88,43.93000000000001,43.49,42.370000000000005,42.07,41.93,44.72,41.99,63.5,43.8,41.900000000000006,42.98,72.1,48.940000000000005,45.06,69.1,58.3,54.6,68.5,41.39,62.1,42.81,51.5,45.96,61.0,41.75,50.3,42.57,51.3,44.84,52.1,47.36,48.88,42.49,56.6,64.0,61.8,55.7,49.14,42.3,41.41,43.24,50.400000000000006,47.28,52.7,41.75,55.6,44.06,50.7,41.85,49.14,18.405,56.400000000000006,17.561,52.7,43.940000000000005,46.260000000000005,41.330000000000005,56.3,48.424,53.900000000000006,14.065,9.52,10.309,8.889,7.601,13.435,8.88,7.928,7.92,9.2,10.479,0.0,7.607,8.561,6.646,10.48,7.926,7.926,10.668,44.21,47.68000000000001,7.279,42.74,42.53,42.74,42.63,45.370000000000005,42.91,42.11,18.53,43.35,18.848,51.5,44.21,18.063,267.2,91.0,55.3,43.5,166.2,39.679,39.608,39.665000000000006,39.767,39.651,39.652,39.720000000000006,39.645,39.71,39.615,39.747,39.791,39.719,39.658,39.663,39.727,39.727,39.641000000000005
grenoble_m3-256,9.841,10.85,12.65,5.68,6.1,9.0,7.44,8.120000000000001,8.71,21.520000000000003,6.93,6.34,10.6,7.65,7.21,6.09,5.79,5.65,8.44,5.71,27.22,7.52,5.62,6.699999999999999,35.82,12.66,8.780000000000001,32.82,22.020000000000003,18.32,32.22,5.109999999999999,25.82,6.529999999999999,15.22,9.68,24.72,5.47,14.02,6.29,15.02,8.559999999999999,15.82,11.08,12.6,9.839,20.32,27.72,19.664,19.42,11.621,6.02,5.13,34.432,14.12,11.0,16.42,5.47,19.32,8.56,14.42,7.601,12.86,7.92,9.2,8.559,16.42,69.168,9.519,21.046,10.034,24.302,9.2,9.519,8.88,6.656,8.247,7.607,6.647,8.241,7.6,7.601,7.6,10.159,7.607,0.0,9.201,26.466,23.448,7.287,9.841,13.674,8.881,20.527,25.601,6.64,6.326,8.24,8.88,9.84,10.386,18.468,6.965,21.903,8.567,7.6,20.139,7.92,8.56,18.114,14.362,7.22,129.92,3.399,3.328,3.385,3.487,3.371,3.372,3.44,3.365,3.4299999999999997,3.335,3.467,3.511,3.439,3.378,3.383,3.447,3.447,3.361
grenoble_m3-257,33.29,36.33,38.129999999999995,31.159999999999997,31.58,34.48,32.92,33.6,34.19,47.0,32.41,31.82,36.08,33.129999999999995,32.69,31.57,31.27,31.13,33.92,31.19,52.7,33.0,31.1,32.18,61.3,38.14,34.26,58.3,47.5,43.8,57.7,30.59,51.3,32.01,40.7,35.16,50.2,30.95,39.5,31.77,40.5,34.04,41.3,36.56,38.08,31.69,45.8,53.2,51.0,44.9,38.34,31.5,30.61,32.44,39.599999999999994,36.48,41.9,30.95,44.8,33.26,39.9,31.049999999999997,38.34,30.68,45.599999999999994,31.68,41.9,33.14,35.46,26.798,45.5,7.925,43.099999999999994,7.606,39.5,30.846,7.286,8.569,6.013,7.095,7.921,13.492,8.248,8.881,8.561,9.201,0.0,6.646,7.286,6.64,7.601,13.502,33.41,36.879999999999995,9.2,9.091,30.835,31.94,9.839,34.57,12.221,31.31,22.222,21.479,8.882,40.7,33.41,32.0,256.4,8.036,44.5,32.699999999999996,155.4,28.879,28.808,28.865,28.967,28.851,28.852,28.92,28.845,28.91,28.815,28.947,28.991,28.918999999999997,28.857999999999997,28.863,28.927,28.927,28.841
grenoble_m3-259,11.98,15.02,16.82,9.85,10.27,13.17,11.61,12.29,12.88,25.69,11.1,10.51,14.77,11.82,11.38,10.26,9.96,9.82,12.61,9.88,31.39,11.69,9.79,10.87,39.989999999999995,16.83,12.95,36.989999999999995,26.19,22.49,36.39,9.28,29.99,10.7,19.39,13.85,28.89,9.64,18.19,10.46,19.19,12.73,19.99,15.25,16.77,10.38,24.49,31.89,29.69,23.59,17.03,10.19,9.3,11.13,18.29,15.17,20.59,9.64,23.49,11.95,18.59,9.74,17.03,9.37,24.29,14.181,20.59,11.83,14.15,14.371,24.19,21.263,21.79,6.96,18.19,7.92,10.58,14.5,26.608,10.348,17.638,20.421,73.647,7.606,6.646,26.466,6.646,0.0,8.24,9.201,33.596,9.841,13.447,14.932,7.28,8.24,20.399,10.63,6.96,13.26,7.599,10.0,7.92,11.24,29.19,19.39,12.1,10.69,235.09,7.606,23.19,11.39,134.09,7.569,7.498,7.555,7.657,7.541,7.542,7.609999999999999,7.535,7.6,7.505,7.637,7.681,7.609,7.548,7.553,7.617,7.617,7.531
grenoble_m3-260,8.559,20.23,22.03,15.06,15.48,18.380000000000003,16.82,17.5,18.09,30.9,16.310000000000002,15.72,19.98,17.03,16.59,15.47,15.170000000000002,15.03,17.82,15.09,36.6,16.9,15.0,16.080000000000002,45.2,22.04,18.16,42.2,31.4,27.700000000000003,41.6,14.49,35.2,15.91,24.6,19.06,34.1,14.85,23.4,15.670000000000002,54.518,17.94,25.200000000000003,20.46,21.98,15.59,29.7,6.326,34.900000000000006,28.8,22.24,7.927,14.510000000000002,16.34,23.5,9.52,13.541,14.85,28.7,8.24,7.919,16.412,22.24,7.92,29.5,6.013,25.8,7.607,9.402,6.966,9.223,20.762,9.082,6.645,7.926,8.241,9.201,7.927,7.28,6.961,7.287,7.607,8.512,8.56,10.48,23.448,7.286,8.24,0.0,8.881,8.948,7.92,7.925,8.24,9.84,40.262,7.4,8.245,8.56,17.102,9.519,15.21,9.2,10.479,10.159,13.174,7.279,8.559,9.839,7.279,15.659,9.198,139.3,12.779,12.708,12.765,12.867,12.751,12.752,12.82,12.745,12.81,12.715,12.847,12.891,12.819,12.758,12.763,12.827,12.827,12.741
grenoble_m3-261,7.6,12.89,14.69,7.72,8.14,11.04,9.48,10.16,10.75,23.56,8.969999999999999,8.379999999999999,12.64,9.69,9.25,8.129999999999999,7.83,7.69,10.48,7.75,29.26,9.56,7.66,8.74,37.86,14.7,10.82,34.86,24.06,20.36,34.26,7.15,27.86,8.57,17.26,11.72,26.76,7.51,16.06,8.33,17.06,10.6,17.86,13.12,14.64,8.25,22.36,29.76,27.56,21.46,14.9,8.06,7.17,9.0,16.16,13.04,18.46,7.51,21.36,9.82,16.46,7.609999999999999,14.9,7.24,22.16,56.429,18.46,6.641,12.02,7.09,22.06,19.615,19.66,6.325,16.06,8.633,8.45,12.37,17.241,9.521,10.934,6.012,8.24,7.281,7.926,7.287,6.64,9.201,8.881,0.0,6.966,8.241,9.521,14.042,6.96,7.606,6.646,18.554,7.28,20.809,7.287,7.87,47.008,8.24,7.928,43.506,9.97,8.241,232.96,6.966,8.561,7.6,131.96,5.439,5.368,5.425,5.527,5.411,5.412,5.48,5.405,5.47,5.375,5.507,5.551,5.479,5.418,5.423,5.487,5.487,5.401
grenoble_m3-264,8.24,53.03,54.83,47.86,48.28,51.18,49.620000000000005,50.3,50.89,63.7,49.11,48.52,52.78,49.83,49.39,48.27,47.97,47.83,50.620000000000005,47.89,69.4,49.7,47.8,48.88,78.0,54.84,50.96,75.0,64.2,60.5,74.4,47.29,68.0,48.71,57.400000000000006,51.86,66.9,47.65,56.2,48.47,57.2,50.74,58.0,53.260000000000005,54.78,48.39,62.5,69.9,11.814,61.6,9.521,18.383,47.31,17.146,56.3,15.012,58.6,47.65,61.5,12.459,56.6,7.28,25.799,44.935,62.3,13.673,58.6,20.344,28.248,8.239,11.78,11.573,18.702,18.141,8.561,9.201,11.948,7.607,8.246,6.335,9.715,8.88,8.56,9.84,7.926,9.841,7.601,33.596,8.948,6.966,0.0,8.88,8.881,7.279,8.245,8.56,37.245,8.88,8.879,10.16,8.239,20.165,9.84,8.559,8.56,6.646,8.559,9.2,28.659,15.967,7.92,8.559,9.201,45.579,45.508,45.565000000000005,45.667,45.551,45.552,45.620000000000005,45.545,45.61,45.515,45.647,45.691,45.619,45.558,45.563,45.627,45.627,45.541
grenoble_m3-265,8.889,27.53,29.33,22.36,22.78,25.68,24.12,24.8,25.39,38.2,23.61,23.020000000000003,27.28,24.33,23.89,22.770000000000003,22.47,22.33,25.12,22.39,43.900000000000006,24.200000000000003,22.3,23.380000000000003,52.5,29.340000000000003,25.46,49.5,38.7,35.0,48.900000000000006,21.790000000000003,42.5,23.21,31.9,26.36,41.400000000000006,22.15,30.700000000000003,22.97,31.700000000000003,25.24,32.5,27.76,29.28,22.89,37.0,44.400000000000006,42.2,36.1,29.54,22.700000000000003,21.81,23.64,30.8,27.68,33.1,22.15,36.0,24.46,31.1,22.25,29.54,21.880000000000003,36.8,22.880000000000003,33.1,24.340000000000003,26.66,8.854,36.7,25.28,34.3,22.67,30.700000000000003,8.241,23.090000000000003,25.608,24.520000000000003,36.0,27.980000000000004,25.078,8.104,23.237,10.668,13.674,13.502,9.841,7.92,8.241,8.88,0.0,8.241,16.894,8.56,8.88,18.734,10.347,12.853,10.159,8.56,22.51,9.2,24.281,9.84,7.601,24.61,8.246,247.6,6.013,8.888,7.6,146.6,20.079,20.008000000000003,20.065,20.167,20.051,20.052000000000003,20.12,20.045,20.110000000000003,20.015,20.147,20.191000000000003,20.119,20.058,20.063,20.127,20.127,20.041
grenoble_m3-267,9.9,12.94,14.74,7.77,8.19,11.09,9.53,10.21,10.8,23.61,9.02,8.43,12.69,9.74,9.3,8.18,7.88,7.74,10.53,7.8,29.31,9.61,7.71,8.79,37.91,14.75,10.87,34.91,24.11,20.41,34.31,7.199999999999999,27.909999999999997,8.62,17.310000000000002,11.77,26.81,7.56,16.11,8.379999999999999,17.11,10.65,17.91,13.17,14.69,8.3,22.409999999999997,29.81,27.61,21.51,14.95,8.11,7.22,9.05,16.21,13.09,18.51,7.56,21.409999999999997,9.87,16.509999999999998,7.66,14.95,7.289999999999999,22.21,8.29,18.51,9.75,12.07,7.14,22.11,10.69,19.71,35.843,16.11,16.810000000000002,8.5,15.828,9.93,21.409999999999997,13.39,8.561,8.34,22.036,44.21,8.881,33.41,13.447,7.925,9.521,8.881,8.241,0.0,9.2,8.241,34.329,21.305,9.199,7.279,8.24,9.208,6.965,10.47,10.98,7.921,8.56,10.02,6.639,233.01,8.559,21.11,9.31,132.01,5.489,5.418,5.475,5.577,5.460999999999999,5.462,5.529999999999999,5.455,5.52,5.425,5.5569999999999995,5.601,5.529,5.468,5.473,5.537,5.537,5.451
grenoble_m3-269,13.37,16.41,18.21,11.24,11.66,14.56,13.0,13.68,14.27,27.08,12.49,11.9,16.16,13.21,12.77,11.65,11.35,11.21,14.0,11.27,32.78,13.08,11.18,12.26,41.379999999999995,18.22,14.34,38.379999999999995,27.58,23.880000000000003,37.78,10.67,31.38,12.09,20.78,15.24,30.28,11.03,19.58,11.85,20.58,14.12,21.380000000000003,16.64,18.16,11.77,25.88,33.28,31.08,24.98,18.42,11.58,10.69,12.52,19.68,16.560000000000002,21.98,11.03,24.88,13.34,19.98,11.13,18.42,10.76,25.68,11.76,21.98,13.22,15.54,10.61,25.58,14.16,23.18,11.55,19.58,20.28,11.97,19.162,13.4,24.88,16.86,7.384,11.81,22.18,47.68000000000001,20.527,36.879999999999995,14.932,8.24,14.042,7.279,16.894,9.2,0.0,9.2,9.84,7.285,7.92,7.927,6.96,8.246,9.143,9.52,8.255,8.561,27.931,11.622,8.888,236.48,9.2,24.58,12.78,135.48,8.959,8.888,8.945,9.047,8.931000000000001,8.932,9.0,8.925,8.99,8.895,9.027,9.071,8.999,8.938,8.943,9.007,9.007,8.921000000000001
